SQLDATE,EventCode,QuadClass,GoldsteinScale,AvgTone,NumArticles,ActionGeo_CountryCode,NumMentions,Contains14sub,Contains14
20230104,180,4,-9.0,-13.3333333333334,10,HK,10,1,0
20230109,1821,4,-9.0,-4.46880269814503,4,HK,4,1,0
20230125,180,4,-9.0,-9.9494097807757,6,HK,6,1,0
20230126,1821,4,-9.0,-13.6546184738956,8,HK,8,1,0
20230210,182,4,-9.5,-6.85185185185185,10,HK,10,1,0
20230212,1822,4,-9.0,0.37174721189591,5,HK,5,1,0
20230215,180,4,-9.0,-5.02092050209205,2,HK,2,1,0
20230217,181,4,-9.0,-2.32558139534884,2,HK,2,1,0
20230218,180,4,-9.0,-5.57903634826712,4,HK,4,1,0
20230219,180,4,-9.0,5.55555555555555,2,HK,2,1,0
20230221,180,4,-9.0,-14.8648648648648,10,HK,10,1,0
20230222,180,4,-9.0,-8.47457627118644,8,HK,8,1,0
20230224,182,4,-9.5,-3.74531835205992,10,HK,10,1,0
20230225,186,4,-10.0,-6.07734806629834,10,HK,10,1,0
20230226,186,4,-10.0,-1.3953488372093,10,HK,10,1,0
20230228,186,4,-10.0,-5.35714285714285,10,HK,10,1,0
20230305,1821,4,-9.0,-7.43243243243243,6,HK,6,1,0
20230306,1821,4,-9.0,-8.10810810810811,10,HK,10,1,0
20230307,1821,4,-9.0,-8.91891891891891,10,HK,10,1,0
20230310,1821,4,-9.0,-7.83783783783787,2,HK,2,1,0
20230313,180,4,-9.0,4.76190476190477,4,HK,4,1,0
20230315,1821,4,-9.0,-10.840108401084,5,HK,5,1,0
20230316,1821,4,-9.0,-5.48780487804878,20,HK,20,1,1
20230317,1821,4,-9.0,-7.66871165644171,10,HK,10,1,0
20230318,1821,4,-9.0,-11.2994350282485,10,HK,10,1,0
20230319,1821,4,-9.0,-4.30327868852459,8,HK,8,1,0
20230324,186,4,-10.0,-0.79365079365079,4,HK,4,1,0
20230326,1821,4,-9.0,-11.178247734139,10,HK,20,1,1
20230328,180,4,-9.0,-19.4444444444444,10,HK,10,1,0
20230330,180,4,-9.0,-6.0702875399361,10,HK,10,1,0
20230331,1821,4,-9.0,-5.76323987538941,8,HK,8,1,0
20230403,186,4,-10.0,-1.74563591022444,10,HK,10,1,0
20230404,1821,4,-9.0,-7.44466800804829,8,HK,8,1,0
20230408,181,4,-9.0,-7.9646017699115,4,HK,4,1,0
20230414,181,4,-9.0,-2.48287671232876,3,HK,3,1,0
20230416,1821,4,-9.0,-7.66550522648084,10,HK,10,1,0
20230417,1821,4,-9.0,-11.0294117647059,10,HK,20,1,1
20230418,1821,4,-9.0,-11.6040955631399,10,HK,10,1,0
20230419,180,4,-9.0,-8.29787234042551,5,HK,5,1,0
20230422,180,4,-9.0,-5.02450980392157,2,HK,2,1,0
20230424,180,4,-9.0,-7.6041038020519,5,HK,5,1,0
20230426,1821,4,-9.0,-4.1343669250646,10,HK,10,1,0
20230427,1821,4,-9.0,-5.99250936329588,100,HK,100,1,1
20230429,180,4,-9.0,-5.41436464088397,7,HK,7,1,0
20230501,182,4,-9.5,-1.54241645244216,4,HK,4,1,0
20230503,1821,4,-9.0,-12.7701375245579,20,HK,20,1,1
20230505,186,4,-10.0,1.81818181818182,2,HK,2,1,0
20230511,185,4,-8.0,-8.48056537102473,5,HK,5,1,0
20230516,180,4,-9.0,-23.5294117647059,10,HK,10,1,0
20230519,186,4,-10.0,1.73913043478261,10,HK,10,1,0
20230521,180,4,-9.0,-4.65686274509804,4,HK,4,1,0
20230522,181,4,-9.0,-2.67737617135207,6,HK,6,1,0
20230523,186,4,-10.0,3.6319612590799,2,HK,2,1,0
